desc,carbs,fat,fiber,protein,pps
Sonic Veggie Burger W/ Ketchup,67.00,14.00,5.00,15.00,11.90
Sonic Veggie Burger With Mustard,64.00,14.00,5.00,15.00,11.60
Sonic Veggie Burger W/ Mustard,64.00,14.00,5.00,15.00,11.60
Sonic Small Atomic Lemon Flavor Add-in,4.00,0.00,0.00,0.00,0.40
Sonic Wacky Pack Atomic Lemon Flavor Add-in,4.00,0.00,0.00,0.00,0.40
Sonic Medium Atomic Lemon Flavor Add-in,9.00,0.00,0.00,0.00,1.00
Sonic Large Atomic Lemon Flavor Add-in,13.00,0.00,0.00,0.00,1.40
Sonic Route 44 Atomic Lemon Flavor Add-in,17.00,0.00,0.00,0.00,1.90
Sonic Small Banana Taffy Flavor Add-in,3.00,0.00,0.00,0.00,0.30
Sonic Wacky Pack Banana Taffy Flavor Add-in,3.00,0.00,0.00,0.00,0.30
Sonic Medium Banana Taffy Flavor Add-in,7.00,0.00,0.00,0.00,0.80
Sonic Large Banana Taffy Flavor Add-in,10.00,0.00,0.00,0.00,1.10
Sonic Route 44 Banana Taffy Flavor Add-in,14.00,0.00,0.00,0.00,1.50
Sonic Medium Blackberry,1.00,0.00,0.00,0.00,0.10
Sonic Wacky Pack Blackberry,1.00,0.00,0.00,0.00,0.10
Sonic Small Blackberry,1.00,0.00,0.00,0.00,0.10
Sonic Large Blackberry,2.00,0.00,0.00,0.00,0.20
Sonic Route 44 Blackberry,2.00,0.00,0.00,0.00,0.20
Sonic Wacky Pack Blue Coconut,5.00,0.00,0.00,0.00,0.50
Sonic Small Blue Coconut,5.00,0.00,0.00,0.00,0.50
Sonic Medium Blue Coconut,9.00,0.00,0.00,0.00,1.00
Sonic Large Blue Coconut,14.00,0.00,0.00,0.00,1.50
Sonic Route 44 Blue Coconut,18.00,0.00,0.00,0.00,2.00
Sonic Wacky Pack Caramel Topping,13.00,1.00,0.00,0.00,1.70
Sonic Small Caramel Topping,13.00,1.00,0.00,0.00,1.70
Sonic Medium Caramel Topping,25.00,2.00,0.00,0.00,3.30
Sonic Large Caramel Topping,38.00,3.00,0.00,0.00,4.90
Sonic Route 44 Caramel Topping,50.00,3.00,0.00,0.00,6.30
Sonic Small Cherry,8.00,0.00,0.00,0.00,0.90
Sonic Wacky Pack Cherry,8.00,0.00,0.00,0.00,0.90
Sonic Medium Cherry,14.00,0.00,0.00,0.00,1.50
Sonic Large Cherry,20.00,0.00,0.00,0.00,2.20
Sonic Route 44 Cherry,26.00,0.00,0.00,0.00,2.90
Sonic Wacky Pack Chocolate Topping,13.00,0.00,0.00,0.00,1.40
Sonic Small Chocolate Topping,13.00,0.00,0.00,0.00,1.40
Sonic Medium Chocolate Topping,25.00,0.00,0.00,0.00,2.70
Sonic Large Chocolate Topping,38.00,0.00,0.00,0.00,4.20
Sonic Route 44 Chocolate Topping,51.00,0.00,0.00,0.00,5.60
Sonic Small Cotton Candy Flavor Add-in,4.00,0.00,0.00,0.00,0.40
Sonic Wacky Pack Cotton Candy Flavor Add-in,4.00,0.00,0.00,0.00,0.40
Sonic Medium Cotton Candy Flavor Add-in,7.00,0.00,0.00,0.00,0.80
Sonic Large Cotton Candy Flavor Add-in,11.00,0.00,0.00,0.00,1.20
Sonic Route 44 Cotton Candy Flavor Add-in,14.00,0.00,0.00,0.00,1.50
Sonic Wacky Pack Fresh Lemon,1.00,0.00,0.00,0.00,0.10
Sonic Small Fresh Lemon,1.00,0.00,0.00,0.00,0.10
Sonic Medium Fresh Lemon,2.00,0.00,0.00,0.00,0.20
Sonic Large Fresh Lemon,2.00,0.00,0.00,0.00,0.20
Sonic Route 44 Fresh Lemon,3.00,0.00,0.00,0.00,0.30
Sonic Wacky Pack Fresh Lime,1.00,0.00,0.00,0.00,0.10
Sonic Small Fresh Lime,1.00,0.00,0.00,0.00,0.10
Sonic Route 44 Fresh Lime,2.00,0.00,0.00,0.00,0.20
Sonic Medium Fresh Lime,1.00,0.00,0.00,0.00,0.10
Sonic Large Fresh Lime,2.00,0.00,0.00,0.00,0.20
Sonic Wacky Pack Grape,5.00,0.00,0.00,0.00,0.50
Sonic Small Grape,5.00,0.00,0.00,0.00,0.50
Sonic Medium Grape,9.00,0.00,0.00,0.00,1.00
Sonic Large Grape,14.00,0.00,0.00,0.00,1.50
Sonic Route 44 Grape,19.00,0.00,0.00,0.00,2.10
Sonic Small Green Apple,7.00,0.00,0.00,0.00,0.80
Sonic Wacky Pack Green Apple,7.00,0.00,0.00,0.00,0.80
Sonic Medium Green Apple,15.00,0.00,0.00,0.00,1.60
Sonic Large Green Apple,22.00,0.00,0.00,0.00,2.40
Sonic Route 44 Green Apple,29.00,0.00,0.00,0.00,3.20
Sonic Small Hot Fudge Topping,11.00,3.00,1.00,1.00,2.00
Sonic Wacky Pack Hot Fudge Topping,11.00,3.00,1.00,1.00,2.00
Sonic Medium Hot Fudge Topping,22.00,5.00,1.00,1.00,3.70
Sonic Large Hot Fudge Topping,32.00,7.00,2.00,2.00,5.30
Sonic Route 44 Hot Fudge Topping,43.00,9.00,2.00,2.00,7.00
Sonic Small Lemonberry,5.00,0.00,0.00,0.00,0.50
Sonic Wacky Pack Lemonberry,5.00,0.00,0.00,0.00,0.50
Sonic Medium Lemonberry,11.00,0.00,1.00,0.00,1.10
Sonic Large Lemonberry,16.00,0.00,1.00,0.00,1.70
Sonic Route 44 Lemonberry,21.00,0.00,2.00,1.00,2.20
Sonic Wacky Pack Low-calorie Diet Cherry,2.00,0.00,0.00,0.00,0.20
Sonic Small Low-calorie Diet Cherry,2.00,0.00,0.00,0.00,0.20
Sonic Large Low-calorie Diet Cherry,2.00,0.00,0.00,0.00,0.20
Sonic Route 44 Low-calorie Diet Cherry,2.00,0.00,0.00,0.00,0.20
Sonic Medium Low-calorie Diet Cherry,2.00,0.00,0.00,0.00,0.20
Sonic Large Mango,0.00,0.00,0.00,0.00,0.00
Sonic Small Mango,0.00,0.00,0.00,0.00,0.00
Sonic Route 44 Mango,0.00,0.00,0.00,0.00,0.00
Sonic Medium Mango,0.00,0.00,0.00,0.00,0.00
Sonic Wacky Pack Miami Sunrise Flavor Add-in,3.00,0.00,0.00,0.00,0.30
Sonic Small Miami Sunrise Flavor Add-in,3.00,0.00,0.00,0.00,0.30
Sonic Medium Miami Sunrise Flavor Add-in,6.00,0.00,0.00,0.00,0.70
Sonic Large Miami Sunrise Flavor Add-in,9.00,0.00,0.00,0.00,1.00
Sonic Route 44 Miami Sunrise Flavor Add-in,11.00,0.00,0.00,0.00,1.20
Sonic Small Mint,0.00,0.00,0.00,0.00,0.00
Sonic Route 44 Mint,1.00,0.00,0.00,0.00,0.10
Sonic Medium Mint,1.00,0.00,0.00,0.00,0.10
Sonic Wacky Pack Mint,0.00,0.00,0.00,0.00,0.00
Sonic Large Mint,1.00,0.00,0.00,0.00,0.10
Sonic Wacky Pack Minute Maid Cranberry,5.00,0.00,0.00,0.00,0.50
Sonic Small Minute Maid Cranberry,5.00,0.00,0.00,0.00,0.50
Sonic Medium Minute Maid Cranberry,10.00,0.00,0.00,0.00,1.10
Sonic Large Minute Maid Cranberry,15.00,0.00,0.00,0.00,1.60
Sonic Route 44 Minute Maid Cranberry,20.00,0.00,0.00,0.00,2.20
Sonic Wacky Pack Nerds Candy Add-in,30.00,0.00,0.00,0.00,3.30
Sonic Small Nerds Candy Add-in,44.00,0.00,0.00,0.00,4.80
Sonic Medium Nerds Candy Add-in,60.00,0.00,0.00,0.00,6.60
Sonic Large Nerds Candy Add-in,77.00,0.00,0.00,0.00,8.40
Sonic Route 44 Nerds Candy Add-in,94.00,0.00,0.00,0.00,10.30
Sonic Wacky Pack Orange,5.00,0.00,0.00,0.00,0.50
Sonic Small Orange,5.00,0.00,0.00,0.00,0.50
Sonic Medium Orange,10.00,0.00,0.00,0.00,1.10
Sonic Large Orange,15.00,0.00,0.00,0.00,1.60
Sonic Route 44 Orange,20.00,0.00,0.00,0.00,2.20
Sonic Large Peach,1.00,0.00,0.00,0.00,0.10
Sonic Small Peach,0.00,0.00,0.00,0.00,0.00
Sonic Medium Peach,0.00,0.00,0.00,0.00,0.00
Sonic Wacky Pack Peach,0.00,0.00,0.00,0.00,0.00
Sonic Route 44 Peach,1.00,0.00,0.00,0.00,0.10
Sonic Wacky Pack Pineapple Topping,6.00,0.00,0.00,0.00,0.70
Sonic Small Pineapple Topping,6.00,0.00,0.00,0.00,0.70
Sonic Medium Pineapple Topping,11.00,0.00,0.00,0.00,1.20
Sonic Large Pineapple Topping,17.00,0.00,0.00,0.00,1.90
Sonic Route 44 Pineapple Topping,22.00,0.00,0.00,0.00,2.40
Sonic Wacky Pack Polynesian Punch Flavor Add-in,3.00,0.00,0.00,0.00,0.30
Sonic Small Polynesian Punch Flavor Add-in,3.00,0.00,0.00,0.00,0.30
Sonic Medium Polynesian Punch Flavor Add-in,5.00,0.00,0.00,0.00,0.50
Sonic Large Polynesian Punch Flavor Add-in,8.00,0.00,0.00,0.00,0.90
Sonic Route 44 Polynesian Punch Flavor Add-in,10.00,0.00,0.00,0.00,1.10
Sonic Small Powerade,6.00,0.00,0.00,0.00,0.70
Sonic Wacky Pack Powerade,6.00,0.00,0.00,0.00,0.70
Sonic Medium Powerade,13.00,0.00,0.00,0.00,1.40
Sonic Large Powerade,19.00,0.00,0.00,0.00,2.10
Sonic Route 44 Powerade,26.00,0.00,0.00,0.00,2.90
Sonic Route 44 Raspberry,0.00,0.00,1.00,0.00,-0.10
Sonic Medium Raspberry,0.00,0.00,0.00,0.00,0.00
Sonic Wacky Pack Raspberry,0.00,0.00,0.00,0.00,0.00
Sonic Large Raspberry,0.00,0.00,0.00,0.00,0.00
Sonic Small Raspberry,0.00,0.00,0.00,0.00,0.00
Sonic Small Sour Blue Raspberry Flavor Add-in,7.00,0.00,0.00,0.00,0.80
Sonic Wacky Pack Sour Blue Raspberry Flavor Add-in,7.00,0.00,0.00,0.00,0.80
Sonic Medium Sour Blue Raspberry Flavor Add-in,14.00,0.00,0.00,0.00,1.50
Sonic Large Sour Blue Raspberry Flavor Add-in,22.00,0.00,0.00,0.00,2.40
Sonic Route 44 Sour Blue Raspberry Flavor Add-in,29.00,0.00,0.00,0.00,3.20
Sonic Small Strawberry Topping,5.00,0.00,0.00,0.00,0.50
Sonic Wacky Pack Strawberry Topping,5.00,0.00,0.00,0.00,0.50
Sonic Medium Strawberry Topping,10.00,0.00,1.00,0.00,1.00
Sonic Large Strawberry Topping,14.00,0.00,1.00,0.00,1.50
Sonic Route 44 Strawberry Topping,19.00,0.00,2.00,0.00,1.90
Sonic Small Super Peach Ring Flavor Add-in,4.00,0.00,0.00,0.00,0.40
Sonic Wacky Pack Super Peach Ring Flavor Add-in,4.00,0.00,0.00,0.00,0.40
Sonic Medium Super Peach Ring Flavor Add-in,8.00,0.00,0.00,0.00,0.90
Sonic Large Super Peach Ring Flavor Add-in,11.00,0.00,0.00,0.00,1.20
Sonic Route 44 Super Peach Ring Flavor Add-in,15.00,0.00,0.00,0.00,1.60
Sonic Wacky Pack Vanilla,5.00,0.00,0.00,0.00,0.50
Sonic Small Vanilla,5.00,0.00,0.00,0.00,0.50
Sonic Medium Vanilla,11.00,0.00,0.00,0.00,1.20
Sonic Large Vanilla,16.00,0.00,0.00,0.00,1.80
Sonic Route 44 Vanilla,21.00,0.00,0.00,0.00,2.30
Sonic Small Watermelon,6.00,0.00,0.00,0.00,0.70
Sonic Wacky Pack Watermelon,6.00,0.00,0.00,0.00,0.70
Sonic Medium Watermelon,12.00,0.00,0.00,0.00,1.30
Sonic Large Watermelon,17.00,0.00,0.00,0.00,1.90
Sonic Route 44 Watermelon,23.00,0.00,0.00,0.00,2.50
Sonic Biscuit Sandwich With Bacon,30.00,31.00,1.00,24.00,13.40
Sonic Biscuit Sandwich With Ham,31.00,27.00,1.00,33.00,13.30
Sonic Biscuit Sandwich With Sausage,30.00,41.00,1.00,24.00,15.90
Sonic Breakfast Bagel Sandwich With Bacon,68.00,22.00,2.00,31.00,15.80
Sonic Breakfast Bagel Sandwich With Ham,69.00,18.00,2.00,40.00,15.70
Sonic Breakfast Bagel Sandwich With Sausage,68.00,32.00,2.00,31.00,18.40
Sonic Crispy Bacon Breakfast Bowl,4.00,25.00,0.00,20.00,8.70
Sonic Crispy Bacon & Tots Breakfast Bowl,16.00,30.00,2.00,21.00,11.20
"Sonic Breakfast Burrito - Bacon, Egg & Cheese",36.00,25.00,1.00,23.00,12.40
"Sonic Breakfast Burrito - Ham, Egg & Cheese",38.00,23.00,1.00,35.00,13.20
"Sonic Breakfast Burrito - Sausage, Egg & Cheese",36.00,28.00,1.00,22.00,13.10
Sonic Egg & Cheese Breakfast Slinger,25.00,11.00,1.00,12.00,6.60
"Sonic Bacon, Egg & Cheese Breakfast Slinger",26.00,18.00,1.00,18.00,9.10
"Sonic Breakfast Toaster - Bacon, Egg & Cheese",52.00,29.00,2.00,27.00,15.50
"Sonic Breakfast Toaster - Ham, Egg & Cheese",54.00,25.00,2.00,37.00,15.60
"Sonic Breakfast Toaster - Sausage, Egg & Cheese",52.00,39.00,2.00,27.00,18.00
Sonic Cinnasnacks 3 Piece W/o Frosting,44.00,15.00,4.00,7.00,9.00
Sonic Cinnasnacks 5 Piece W/o Frosting,73.00,26.00,7.00,11.00,15.10
Sonic Cinnasnacks 3 Piece W/ Frosting,75.00,33.00,5.00,7.00,16.90
Sonic Cinnasnacks 5 Piece W/ Frosting,104.00,43.00,7.00,12.00,23.00
"Sonic Croissonic Breakfast Sandwich - Bacon, Egg & Cheese",28.00,39.00,0.00,24.00,15.30
"Sonic Croissonic Breakfast Sandwich - Ham, Egg & Cheese",29.00,35.00,0.00,33.00,15.20
"Sonic Croissonic Breakfast Sandwich - Sausage, Egg & Cheese",28.00,49.00,0.00,24.00,17.90
Sonic Fiesta Steak Breakfast Burrito,49.00,35.00,3.00,35.00,17.30
Sonic French Toast Sticks (4),54.00,25.00,3.00,8.00,12.80
Sonic Jr. Breakfast Burrito,23.00,16.00,0.00,12.00,7.70
Sonic Steak & Egg Breakfast Burrito,41.00,31.00,2.00,35.00,15.50
Sonic Supersonic Breakfast Burrito,46.00,33.00,3.00,23.00,15.40
Sonic Syrup,22.00,0.00,0.00,0.00,2.40
Sonic Ultimate Meat & Cheese Breakfast Burrito™,43.00,60.00,2.00,40.00,23.60
Sonic American Cheese,1.00,6.00,0.00,4.00,2.00
Sonic Avocado,3.00,5.00,2.00,1.00,1.50
Sonic Crispy Bacon,0.00,5.00,0.00,4.00,1.70
Sonic Grilled Onions,2.00,2.00,1.00,0.00,0.70
Sonic Hatch Green Chiles,1.00,0.00,0.00,0.00,0.10
Sonic Hickory Bbq Sauce,10.00,0.00,0.00,0.00,1.10
Sonic Hot Chili,2.00,4.00,1.00,3.00,1.40
Sonic Light Ranch Dressing,3.00,6.00,0.00,1.00,2.00
Sonic Slaw,4.00,3.00,1.00,0.00,1.10
Sonic Spicy Jalapenos,1.00,0.00,1.00,0.00,0.00
Sonic Grilled Asiago Caesar Chicken Club Sandwich,44.00,30.00,3.00,40.00,16.00
Sonic Crispy Asiago Caesar Chicken Club Sandwich,53.00,39.00,4.00,31.00,18.40
Sonic Grilled Chicken Sandwich,33.00,20.00,2.00,28.00,11.20
Sonic Crispy Chicken Sandwich,47.00,33.00,4.00,23.00,15.40
Sonic Chicken Strip Sandwich,43.00,24.00,1.00,19.00,12.50
Sonic 3 Piece Crispy Chicken Tender Dinner,16.00,14.00,0.00,22.00,7.40
Sonic 5 Piece Crispy Chicken Tender Dinner,26.00,24.00,0.00,37.00,12.40
Sonic Deluxe Ultimate Chicken Sandwich,63.00,39.00,4.00,33.00,19.60
Sonic Buffalo Dunked Ultimate Chicken Sandwich,70.00,61.00,5.00,23.00,25.00
Sonic Garlic Parmesan Dunked Ultimate Chicken Sandwich,69.00,100.00,4.00,23.00,35.00
Sonic Small Jumbo Popcorn Chicken,27.00,22.00,3.00,18.00,10.00
Sonic Large Jumbo Popcorn Chicken,41.00,32.00,5.00,27.00,14.80
Sonic Small Spicy Jumbo Popcorn Chicken,30.00,17.00,2.00,21.00,9.40
Sonic Large Spicy Jumbo Popcorn Chicken,51.00,30.00,3.00,36.00,16.40
Sonic 3 Piece Super Crunch Chicken Strip Dinner,109.00,46.00,7.00,30.00,26.00
Sonic 4 Piece Super Crunch Chicken Strip Dinner,118.00,51.00,8.00,37.00,28.80
Sonic 5 Piece Super Crunch Chicken Strip Dinner,126.00,57.00,8.00,44.00,31.90
Sonic 3 Piece Super Crunch Chicken Strips,25.00,16.00,2.00,22.00,8.70
Sonic 4 Piece Super Crunch Chicken Strips,34.00,21.00,2.00,29.00,11.60
Sonic 5 Piece Super Crunch Chicken Strips,42.00,26.00,3.00,36.00,14.40
Sonic Traditional Ultimate Chicken Sandwich,62.00,39.00,3.00,32.00,19.50
Sonic Ultimate Chicken Club,65.00,64.00,4.00,39.00,26.80
Sonic Bbq Sauce,9.00,0.00,0.00,0.00,1.00
Sonic Hickory Bbq Sauce,10.00,0.00,0.00,0.00,1.10
Sonic Honey Mustard Sauce,7.00,7.00,0.00,0.00,2.60
Sonic Ketchup,2.00,0.00,0.00,0.00,0.20
Sonic Marinara Sauce,3.00,0.00,1.00,0.00,0.20
Sonic Mayonnaise,1.00,11.00,0.00,0.00,2.90
Sonic Mustard,0.00,0.00,0.00,0.00,0.00
Sonic Picante Sauce,1.00,0.00,0.00,0.00,0.10
Sonic Ranch Sauce,1.00,16.00,0.00,0.00,4.20
"Sonic All Beef All-american Style Dog – 6""",40.00,18.00,1.00,12.00,10.00
"Sonic All Beef Chicago Dog – 6""",49.00,20.00,1.00,14.00,11.70
"Sonic All Beef Chili Cheese Coney – 6""",30.00,26.00,2.00,17.00,11.40
"Sonic All Beef New York Dog – 6""",30.00,19.00,3.00,13.00,9.10
"Sonic All Beef Regular Hot Dog – 6""",27.00,18.00,1.00,11.00,8.50
Sonic Cheesy Bacon Pretzel Dog - 6 In.,46.00,26.00,2.00,15.00,12.90
Sonic Corn Dog,23.00,11.00,2.00,6.00,5.70
Sonic Footlong Quarter Pound Coney,54.00,54.00,3.00,30.00,22.30
Sonic The Original Pretzel Dog,27.00,18.00,1.00,11.00,8.50
Sonic Mini Atomic Lemon Slush,44.00,0.00,0.00,0.00,4.80
Sonic Small Atomic Lemon Slush,51.00,0.00,0.00,0.00,5.60
Sonic Medium Atomic Lemon Slush,74.00,0.00,0.00,0.00,8.10
Sonic Large Atomic Lemon Slush,118.00,0.00,0.00,0.00,12.90
Sonic Route 44 Atomic Lemon Slush,162.00,0.00,0.00,0.00,17.80
Sonic Wacky Pack Banana Taffy Slush,43.00,0.00,0.00,0.00,4.70
Sonic Small Banana Taffy Slush,50.00,0.00,0.00,0.00,5.50
Sonic Medium Banana Taffy Slush,72.00,0.00,0.00,0.00,7.90
Sonic Large Banana Taffy Slush,115.00,0.00,0.00,0.00,12.60
Sonic Route 44 Banana Taffy Slush,158.00,0.00,0.00,0.00,17.30
Sonic Wacky Pack Blue Coconut Slush,44.00,0.00,0.00,0.00,4.80
Sonic Small Blue Coconut Slush,51.00,0.00,0.00,0.00,5.60
Sonic Medium Blue Coconut Slush,75.00,0.00,0.00,0.00,8.20
Sonic Large Blue Coconut Slush,119.00,0.00,0.00,0.00,13.00
Sonic Route 44 Blue Coconut Slush,163.00,0.00,0.00,0.00,17.90
Sonic Wacky Pack Cherry Slush,45.00,0.00,0.00,0.00,4.90
Sonic Small Cherry Slush,52.00,0.00,0.00,0.00,5.70
Sonic Medium Cherry Slush,77.00,0.00,0.00,0.00,8.40
Sonic Large Cherry Slush,122.00,0.00,0.00,0.00,13.40
Sonic Route 44 Cherry Slush,168.00,0.00,0.00,0.00,18.40
Sonic Wacky Pack Cotton Candy Slush,43.00,0.00,0.00,0.00,4.70
Sonic Small Cotton Candy Slush,50.00,0.00,0.00,0.00,5.50
Sonic Medium Cotton Candy Slush,73.00,0.00,0.00,0.00,8.00
Sonic Large Cotton Candy Slush,116.00,0.00,0.00,0.00,12.70
Sonic Route 44 Cotton Candy Slush,159.00,0.00,0.00,0.00,17.40
Sonic Wacky Pack Grape Slush,44.00,0.00,0.00,0.00,4.80
Sonic Small Grape Slush,51.00,0.00,0.00,0.00,5.60
Sonic Medium Grape Slush,75.00,0.00,0.00,0.00,8.20
Sonic Large Grape Slush,119.00,0.00,0.00,0.00,13.00
Sonic Route 44 Grape Slush,163.00,0.00,0.00,0.00,17.90
Sonic Wacky Pack Green Apple Slush,47.00,0.00,0.00,0.00,5.20
Sonic Small Green Apple Slush,54.00,0.00,0.00,0.00,5.90
Sonic Medium Green Apple Slush,80.00,0.00,0.00,0.00,8.80
Sonic Large Green Apple Slush,127.00,0.00,0.00,0.00,13.90
Sonic Route 44 Green Apple Slush,174.00,0.00,0.00,0.00,19.10
Sonic Wacky Pack Miami Sunrise Slush,42.00,0.00,0.00,0.00,4.60
Sonic Small Miami Sunrise Slush,49.00,0.00,0.00,0.00,5.40
Sonic Medium Miami Sunrise Slush,71.00,0.00,0.00,0.00,7.80
Sonic Large Miami Sunrise Slush,114.00,0.00,0.00,0.00,12.50
Sonic Route 44 Miami Sunrise Slush,156.00,0.00,0.00,0.00,17.10
Sonic Wacky Pack Minute Maid Cranberry Slush,45.00,0.00,0.00,0.00,4.90
Sonic Small Minute Maid Cranberry Slush,51.00,0.00,0.00,0.00,5.60
Sonic Medium Minute Maid Cranberry Slush,76.00,0.00,0.00,0.00,8.30
Sonic Large Minute Maid Cranberry Slush,121.00,0.00,0.00,0.00,13.30
Sonic Route 44 Minute Maid Cranberry Slush,165.00,0.00,0.00,0.00,18.10
Sonic Wacky Pack Orange Slush,45.00,0.00,0.00,0.00,4.90
Sonic Small Orange Slush,51.00,0.00,0.00,0.00,5.60
Sonic Medium Orange Slush,76.00,0.00,0.00,0.00,8.30
Sonic Large Orange Slush,120.00,0.00,0.00,0.00,13.20
Sonic Route 44 Orange Slush,165.00,0.00,0.00,0.00,18.10
Sonic Wacky Pack Polynesian Punch Slush,42.00,0.00,0.00,0.00,4.60
Sonic Small Polynesian Punch Slush,49.00,0.00,0.00,0.00,5.40
Sonic Medium Polynesian Punch Slush,71.00,0.00,0.00,0.00,7.80
Sonic Large Polynesian Punch Slush,113.00,0.00,0.00,0.00,12.40
Sonic Route 44 Polynesian Punch Slush,155.00,0.00,0.00,0.00,17.00
Sonic Wacky Pack Sour Blue Raspberry Slush,47.00,0.00,0.00,0.00,5.20
Sonic Small Sour Blue Raspberry Slush,53.00,0.00,0.00,0.00,5.80
Sonic Medium Sour Blue Raspberry Slush,80.00,0.00,0.00,0.00,8.80
Sonic Large Sour Blue Raspberry Slush,127.00,0.00,0.00,0.00,13.90
Sonic Route 44 Sour Blue Raspberry Slush,173.00,0.00,0.00,0.00,19.00
Sonic Wacky Pack Super Peach Ring Slush,40.00,0.00,0.00,0.00,4.40
Sonic Small Super Peach Ring Slush,50.00,0.00,0.00,0.00,5.50
Sonic Medium Super Peach Ring Slush,73.00,0.00,0.00,0.00,8.00
Sonic Large Super Peach Ring Slush,116.00,0.00,0.00,0.00,12.70
Sonic Route 44 Super Peach Ring Slush,160.00,0.00,0.00,0.00,17.50
Sonic Wacky Pack Watermelon Slush,45.00,0.00,0.00,0.00,4.90
Sonic Small Watermelon Slush,52.00,0.00,0.00,0.00,5.70
Sonic Medium Watermelon Slush,77.00,0.00,0.00,0.00,8.40
Sonic Large Watermelon Slush,122.00,0.00,0.00,0.00,13.40
Sonic Route 44 Watermelon Slush,168.00,0.00,0.00,0.00,18.40
Sonic Wacky Pack Blackberry Diet Green Iced Tea,2.00,0.00,0.00,0.00,0.20
Sonic Small Blackberry Diet Green Iced Tea,3.00,0.00,0.00,0.00,0.30
Sonic Medium Blackberry Diet Green Iced Tea,4.00,0.00,0.00,0.00,0.40
Sonic Route 44 Blackberry Diet Green Iced Tea,8.00,0.00,0.00,0.00,0.90
Sonic Large Blackberry Diet Green Iced Tea,6.00,0.00,0.00,0.00,0.70
Sonic Gallon Blackberry Diet Green Iced Tea,33.00,0.00,0.00,0.00,3.60
Sonic Wacky Pack Blackberry Green Iced Tea,15.00,0.00,0.00,0.00,1.60
Sonic Small Blackberry Green Iced Tea,26.00,0.00,0.00,0.00,2.90
Sonic Medium Blackberry Green Iced Tea,32.00,0.00,0.00,0.00,3.50
Sonic Large Blackberry Green Iced Tea,55.00,0.00,0.00,0.00,6.00
Sonic Route 44 Blackberry Green Iced Tea,68.00,0.00,0.00,0.00,7.50
Sonic Gallon Blackberry Green Iced Tea,282.00,0.00,0.00,0.00,30.90
Sonic Wacky Pack Blackberry Sweet Iced Tea,22.00,0.00,0.00,0.00,2.40
Sonic Small Blackberry Sweet Iced Tea,37.00,0.00,0.00,0.00,4.10
Sonic Medium Blackberry Sweet Iced Tea,46.00,0.00,0.00,0.00,5.00
Sonic Large Blackberry Sweet Iced Tea,78.00,0.00,0.00,0.00,8.60
Sonic Route 44 Blackberry Sweet Iced Tea,98.00,0.00,0.00,0.00,10.70
Sonic Gallon Blackberry Sweet Iced Tea,406.00,0.00,0.00,0.00,44.50
Sonic Small Blackberry Unsweet Iced Tea,1.00,0.00,0.00,0.00,0.10
Sonic Wacky Pack Blackberry Unsweet Iced Tea,1.00,0.00,0.00,0.00,0.10
Sonic Medium Blackberry Unsweet Iced Tea,2.00,0.00,0.00,0.00,0.20
Sonic Large Blackberry Unsweet Iced Tea,3.00,0.00,0.00,0.00,0.30
Sonic Route 44 Blackberry Unsweet Iced Tea,4.00,0.00,0.00,0.00,0.40
Sonic Gallon Blackberry Unsweet Iced Tea,15.00,0.00,0.00,0.00,1.60
Sonic Small Cranberry Tea,6.00,0.00,0.00,0.00,0.70
Sonic Wacky Pack Cranberry Tea,6.00,0.00,0.00,0.00,0.70
Sonic Medium Cranberry Tea,11.00,0.00,0.00,0.00,1.20
Sonic Large Cranberry Tea,17.00,0.00,0.00,0.00,1.90
Sonic Route 44 Cranberry Tea,23.00,0.00,0.00,0.00,2.50
Sonic Wacky Pack Diet Green Tea,0.00,0.00,0.00,0.00,0.00
Sonic Medium Diet Green Tea,0.00,0.00,0.00,0.00,0.00
Sonic Large Diet Green Tea,1.00,0.00,0.00,0.00,0.10
Sonic Small Diet Green Tea,0.00,0.00,0.00,0.00,0.00
Sonic Route 44 Diet Green Tea,1.00,0.00,0.00,0.00,0.10
Sonic Wacky Pack Green Tea,24.00,0.00,0.00,0.00,2.60
Sonic Small Green Tea,32.00,0.00,0.00,0.00,3.50
Sonic Medium Green Tea,37.00,0.00,0.00,0.00,4.10
Sonic Large Green Tea,59.00,0.00,0.00,0.00,6.50
Sonic Route 44 Green Tea,80.00,0.00,0.00,0.00,8.80
Sonic Medium Iced Tea,1.00,0.00,0.00,0.00,0.10
Sonic Wacky Pack Iced Tea,1.00,0.00,0.00,0.00,0.10
Sonic Large Iced Tea,2.00,0.00,0.00,0.00,0.20
Sonic Small Iced Tea,1.00,0.00,0.00,0.00,0.10
Sonic Route 44 Iced Tea,3.00,0.00,0.00,0.00,0.30
Sonic Wacky Pack Lemon Diet Green Iced Tea,1.00,0.00,0.00,0.00,0.10
Sonic Medium Lemon Diet Green Iced Tea,2.00,0.00,0.00,0.00,0.20
Sonic Small Lemon Diet Green Iced Tea,1.00,0.00,0.00,0.00,0.10
Sonic Large Lemon Diet Green Iced Tea,3.00,0.00,0.00,0.00,0.30
Sonic Route 44 Lemon Diet Green Iced Tea,4.00,0.00,0.00,0.00,0.40
Sonic Gallon Lemon Diet Green Iced Tea,14.00,0.00,0.00,0.00,1.50
Sonic Wacky Pack Lemon Green Iced Tea,16.00,0.00,0.00,0.00,1.80
Sonic Small Lemon Green Iced Tea,26.00,0.00,0.00,0.00,2.90
